"V1" "V2" "V3" "V4" "V5"
"15333" 1052 7 500 10 0.95
"215" 207 7 1000 2 0.6
"807" 2607 7 1000 2 0.7
"1407" 5007 7 1000 2 0.8
"2008" 7407 7 1000 2 0.9
"2602" 9807 7 1000 2 0.95
"21110" 807 7 1000 3 0.6
"8161" 3207 7 1000 3 0.7
"14151" 5607 7 1000 3 0.8
"20071" 8007 7 1000 3 0.9
"26071" 10407 7 1000 3 0.95
"21812" 1407 7 1000 5 0.6
"10172" 3807 7 1000 5 0.7
"16202" 6207 7 1000 5 0.8
"22202" 8607 7 1000 5 0.9
"28122" 11007 7 1000 5 0.95
"7633" 2007 7 1000 10 0.6
"18743" 4407 7 1000 10 0.7
"28433" 6807 7 1000 10 0.8
"4315" 407 7 1000 10 0.9
"16315" 1152 7 1000 10 0.95
"309" 307 7 2000 2 0.6
"909" 2707 7 2000 2 0.7
"1507" 5107 7 2000 2 0.8
"2108" 7507 7 2000 2 0.9
"2706" 9907 7 2000 2 0.95
"3071" 907 7 2000 3 0.6
"9151" 3307 7 2000 3 0.7
"15121" 5707 7 2000 3 0.8
"21121" 8107 7 2000 3 0.9
"27101" 10507 7 2000 3 0.95
"3103" 1507 7 2000 5 0.6
"11252" 3907 7 2000 5 0.7
"17142" 6307 7 2000 5 0.8
"23202" 8707 7 2000 5 0.9
"29142" 11107 7 2000 5 0.95
"9003" 2107 7 2000 10 0.6
"20093" 4507 7 2000 10 0.7
"29493" 6907 7 2000 10 0.8
"6743" 507 7 2000 10 0.9
"20903" 1252 7 2000 10 0.95
"418" 407 7 5000 2 0.6
"1002" 2807 7 5000 2 0.7
"1607" 5207 7 5000 2 0.8
"2209" 7607 7 5000 2 0.9
"2815" 10007 7 5000 2 0.95
"4151" 1007 7 5000 3 0.6
"10051" 3407 7 5000 3 0.7
"16111" 5807 7 5000 3 0.8
"22021" 8207 7 5000 3 0.9
"28071" 10607 7 5000 3 0.95
"4172" 1607 7 5000 5 0.6
"12113" 4007 7 5000 5 0.7
"18172" 6407 7 5000 5 0.8
"24092" 8807 7 5000 5 0.9
"6092" 805 7 5000 5 0.95
"10323" 2207 7 5000 10 0.6
"21433" 4607 7 5000 10 0.7
"3214" 7 7 5000 10 0.8
"11193" 607 7 5000 10 0.9
"24333" 1352 7 5000 10 0.95
"511" 507 7 10000 2 0.6
"1111" 2907 7 10000 2 0.7
"1709" 5307 7 10000 2 0.8
"2303" 7707 7 10000 2 0.9
"2922" 10107 7 10000 2 0.95
"5071" 1107 7 10000 3 0.6
"11031" 3507 7 10000 3 0.7
"17121" 5907 7 10000 3 0.8
"23081" 8307 7 10000 3 0.9
"29061" 10707 7 10000 3 0.95
"5072" 1707 7 10000 5 0.6
"13103" 4107 7 10000 5 0.7
"19192" 6507 7 10000 5 0.8
"25103" 8907 7 10000 5 0.9
"6772" 852 7 10000 5 0.95
"11663" 2307 7 10000 10 0.6
"22763" 4707 7 10000 10 0.7
"13514" 107 7 10000 10 0.8
"13333" 707 7 10000 10 0.9
"25363" 1452 7 10000 10 0.95
"11" 8 8 100 2 0.6
"603" 2408 8 100 2 0.7
"1232" 4808 8 100 2 0.8
"1806" 7208 8 100 2 0.9
"2406" 9608 8 100 2 0.95
"29100" 608 8 100 3 0.6
"6101" 3008 8 100 3 0.7
"12261" 5408 8 100 3 0.8
"18071" 7808 8 100 3 0.9
"24101" 10208 8 100 3 0.95
"10102" 1208 8 100 5 0.6
"8192" 3608 8 100 5 0.7
"14292" 6008 8 100 5 0.8
"20392" 8408 8 100 5 0.9
"26232" 10808 8 100 5 0.95
"5283" 1808 8 100 10 0.6
"16543" 4208 8 100 10 0.7
"26393" 6608 8 100 10 0.8
"23614" 208 8 100 10 0.9
"14333" 953 8 100 10 0.95
"102" 108 8 500 2 0.6
"706" 2508 8 500 2 0.7
"1309" 4908 8 500 2 0.8
"1906" 7308 8 500 2 0.9
"2518" 9708 8 500 2 0.95
"10810" 708 8 500 3 0.6
"7101" 3108 8 500 3 0.7
"13111" 5508 8 500 3 0.8
"19091" 7908 8 500 3 0.9
"25071" 10308 8 500 3 0.95
"11112" 1308 8 500 5 0.6
"9213" 3708 8 500 5 0.7
"15113" 6108 8 500 5 0.8
"21242" 8508 8 500 5 0.9
"27162" 10908 8 500 5 0.95
"6293" 1908 8 500 10 0.6
"17423" 4308 8 500 10 0.7
"27333" 6708 8 500 10 0.8
"3303" 308 8 500 10 0.9
"15363" 1053 8 500 10 0.95
"209" 208 8 1000 2 0.6
"809" 2608 8 1000 2 0.7
"1408" 5008 8 1000 2 0.8
"2009" 7408 8 1000 2 0.9
"2606" 9808 8 1000 2 0.95
"20310" 808 8 1000 3 0.6
"8101" 3208 8 1000 3 0.7
"14121" 5608 8 1000 3 0.8
"20161" 8008 8 1000 3 0.9
"26081" 10408 8 1000 3 0.95
"20712" 1408 8 1000 5 0.6
"10242" 3808 8 1000 5 0.7
"16152" 6208 8 1000 5 0.8
"22132" 8608 8 1000 5 0.9
"28103" 11008 8 1000 5 0.95
"7593" 2008 8 1000 10 0.6
"18803" 4408 8 1000 10 0.7
"28353" 6808 8 1000 10 0.8
"4483" 408 8 1000 10 0.9
"16353" 1153 8 1000 10 0.95
"307" 308 8 2000 2 0.6
"906" 2708 8 2000 2 0.7
"1508" 5108 8 2000 2 0.8
"2110" 7508 8 2000 2 0.9
"2715" 9908 8 2000 2 0.95
"3081" 908 8 2000 3 0.6
"9061" 3308 8 2000 3 0.7
"15091" 5708 8 2000 3 0.8
"21211" 8108 8 2000 3 0.9
"27151" 10508 8 2000 3 0.95
"3122" 1508 8 2000 5 0.6
"11172" 3908 8 2000 5 0.7
"17162" 6308 8 2000 5 0.8
"23152" 8708 8 2000 5 0.9
"29162" 11108 8 2000 5 0.95
"8973" 2108 8 2000 10 0.6
"20163" 4508 8 2000 10 0.7
"29423" 6908 8 2000 10 0.8
"6603" 508 8 2000 10 0.9
"20873" 1253 8 2000 10 0.95
"422" 408 8 5000 2 0.6
"1011" 2808 8 5000 2 0.7
"1623" 5208 8 5000 2 0.8
"2216" 7608 8 5000 2 0.9
"2806" 10008 8 5000 2 0.95
"4121" 1008 8 5000 3 0.6
"10021" 3408 8 5000 3 0.7
"16031" 5808 8 5000 3 0.8
"22111" 8208 8 5000 3 0.9
"28181" 10608 8 5000 3 0.95
"4072" 1608 8 5000 5 0.6
"12142" 4008 8 5000 5 0.7
"18152" 6408 8 5000 5 0.8
"24192" 8808 8 5000 5 0.9
"6142" 806 8 5000 5 0.95
"10293" 2208 8 5000 10 0.6
"21423" 4608 8 5000 10 0.7
"3814" 8 8 5000 10 0.8
"11203" 608 8 5000 10 0.9
"24373" 1353 8 5000 10 0.95
"512" 508 8 10000 2 0.6
"1103" 2908 8 10000 2 0.7
"1706" 5308 8 10000 2 0.8
"2306" 7708 8 10000 2 0.9
"2923" 10108 8 10000 2 0.95
"5101" 1108 8 10000 3 0.6
"11041" 3508 8 10000 3 0.7
"17081" 5908 8 10000 3 0.8
"23031" 8308 8 10000 3 0.9
"29091" 10708 8 10000 3 0.95
"5172" 1708 8 10000 5 0.6
"13192" 4108 8 10000 5 0.7
"19182" 6508 8 10000 5 0.8
"25192" 8908 8 10000 5 0.9
"6782" 853 8 10000 5 0.95
"11653" 2308 8 10000 10 0.6
"22733" 4708 8 10000 10 0.7
"13214" 108 8 10000 10 0.8
"13383" 708 8 10000 10 0.9
"25433" 1453 8 10000 10 0.95
"14" 9 9 100 2 0.6
"608" 2409 9 100 2 0.7
"1215" 4809 9 100 2 0.8
"1807" 7209 9 100 2 0.9
"2413" 9609 9 100 2 0.95
"3110" 609 9 100 3 0.6
"6061" 3009 9 100 3 0.7
"12021" 5409 9 100 3 0.8
"18041" 7809 9 100 3 0.9
"24161" 10209 9 100 3 0.95
"11102" 1209 9 100 5 0.6
"8172" 3609 9 100 5 0.7
"14103" 6009 9 100 5 0.8
"20402" 8409 9 100 5 0.9
"26262" 10809 9 100 5 0.95
"5473" 1809 9 100 10 0.6
"16663" 4209 9 100 10 0.7
"26503" 6609 9 100 10 0.8
"23514" 209 9 100 10 0.9
"14353" 954 9 100 10 0.95
"105" 109 9 500 2 0.6
"708" 2509 9 500 2 0.7
"1310" 4909 9 500 2 0.8
"1910" 7309 9 500 2 0.9
"2517" 9709 9 500 2 0.95
"11010" 709 9 500 3 0.6
"7091" 3109 9 500 3 0.7
"13091" 5509 9 500 3 0.8
"19101" 7909 9 500 3 0.9
"25201" 10309 9 500 3 0.95
"11212" 1309 9 500 5 0.6
"9122" 3709 9 500 5 0.7
"15242" 6109 9 500 5 0.8
"21262" 8509 9 500 5 0.9
"27213" 10909 9 500 5 0.95
"6333" 1909 9 500 10 0.6
"17573" 4309 9 500 10 0.7
"27423" 6709 9 500 10 0.8
"3383" 309 9 500 10 0.9
"15315" 1054 9 500 10 0.95
"207" 209 9 1000 2 0.6
"811" 2609 9 1000 2 0.7
"1414" 5009 9 1000 2 0.8
"2010" 7409 9 1000 2 0.9
"2607" 9809 9 1000 2 0.95
"21010" 809 9 1000 3 0.6
"8061" 3209 9 1000 3 0.7
"14111" 5609 9 1000 3 0.8
"20111" 8009 9 1000 3 0.9
"26141" 10409 9 1000 3 0.95
"21412" 1409 9 1000 5 0.6
"10202" 3809 9 1000 5 0.7
"16192" 6209 9 1000 5 0.8
"22242" 8609 9 1000 5 0.9
"28202" 11009 9 1000 5 0.95
"7623" 2009 9 1000 10 0.6
"18873" 4409 9 1000 10 0.7
"28423" 6809 9 1000 10 0.8
"4333" 409 9 1000 10 0.9
"16363" 1154 9 1000 10 0.95
"308" 309 9 2000 2 0.6
"910" 2709 9 2000 2 0.7
"1509" 5109 9 2000 2 0.8
"2109" 7509 9 2000 2 0.9
"2713" 9909 9 2000 2 0.95
"3141" 909 9 2000 3 0.6
"9141" 3309 9 2000 3 0.7
"15101" 5709 9 2000 3 0.8
"21111" 8109 9 2000 3 0.9
"27171" 10509 9 2000 3 0.95
"3072" 1509 9 2000 5 0.6
"11202" 3909 9 2000 5 0.7
"17272" 6309 9 2000 5 0.8
"23252" 8709 9 2000 5 0.9
"29242" 11109 9 2000 5 0.95
"9093" 2109 9 2000 10 0.6
"20233" 4509 9 2000 10 0.7
"29463" 6909 9 2000 10 0.8
"6453" 509 9 2000 10 0.9
"22173" 1254 9 2000 10 0.95
"421" 409 9 5000 2 0.6
"1003" 2809 9 5000 2 0.7
"1604" 5209 9 5000 2 0.8
"2207" 7609 9 5000 2 0.9
"2802" 10009 9 5000 2 0.95
"4321" 1009 9 5000 3 0.6
"10161" 3409 9 5000 3 0.7
"16021" 5809 9 5000 3 0.8
"22181" 8209 9 5000 3 0.9
"28211" 10609 9 5000 3 0.95
"4092" 1609 9 5000 5 0.6
"12213" 4009 9 5000 5 0.7
"18262" 6409 9 5000 5 0.8
"24313" 8809 9 5000 5 0.9
"6162" 807 9 5000 5 0.95
"10273" 2209 9 5000 10 0.6
"21515" 4609 9 5000 10 0.7
"3014" 9 9 5000 10 0.8
"11263" 609 9 5000 10 0.9
"24473" 1354 9 5000 10 0.95
"506" 509 9 10000 2 0.6
"1109" 2909 9 10000 2 0.7
"1712" 5309 9 10000 2 0.8
"2313" 7709 9 10000 2 0.9
"2915" 10109 9 10000 2 0.95
"5031" 1109 9 10000 3 0.6
"11051" 3509 9 10000 3 0.7
"17021" 5909 9 10000 3 0.8
"23091" 8309 9 10000 3 0.9
"29071" 10709 9 10000 3 0.95
"5192" 1709 9 10000 5 0.6
"13142" 4109 9 10000 5 0.7
"19202" 6509 9 10000 5 0.8
"25202" 8909 9 10000 5 0.9
"6832" 854 9 10000 5 0.95
"11603" 2309 9 10000 10 0.6
"22753" 4709 9 10000 10 0.7
"14114" 109 9 10000 10 0.8
"13463" 709 9 10000 10 0.9
"25415" 1454 9 10000 10 0.95
"3" 10 10 100 2 0.6
"613" 2410 10 100 2 0.7
"1227" 4810 10 100 2 0.8
"1808" 7210 10 100 2 0.9
"2420" 9610 10 100 2 0.95
"15100" 610 10 100 3 0.6
"6141" 3010 10 100 3 0.7
"12211" 5410 10 100 3 0.8
"18021" 7810 10 100 3 0.9
"24021" 10210 10 100 3 0.95
"13102" 1210 10 100 5 0.6
"8182" 3610 10 100 5 0.7
"14242" 6010 10 100 5 0.8
"20232" 8410 10 100 5 0.9
"26313" 10810 10 100 5 0.95
"5533" 1810 10 100 10 0.6
"16503" 4210 10 100 10 0.7
"26363" 6610 10 100 10 0.8
"23914" 210 10 100 10 0.9
"14403" 955 10 100 10 0.95
"115" 110 10 500 2 0.6
"710" 2510 10 500 2 0.7
"1311" 4910 10 500 2 0.8
"1911" 7310 10 500 2 0.9
"2515" 9710 10 500 2 0.95
"11210" 710 10 500 3 0.6
"7121" 3110 10 500 3 0.7
"13121" 5510 10 500 3 0.8
"19021" 7910 10 500 3 0.9
"25091" 10310 10 500 3 0.95
"11012" 1310 10 500 5 0.6
"9272" 3710 10 500 5 0.7
"15222" 6110 10 500 5 0.8
"21192" 8510 10 500 5 0.9
"27132" 10910 10 500 5 0.95
"6363" 1910 10 500 10 0.6
"17533" 4310 10 500 10 0.7
"27383" 6710 10 500 10 0.8
"3353" 310 10 500 10 0.9
"15323" 1055 10 500 10 0.95
"211" 210 10 1000 2 0.6
"812" 2610 10 1000 2 0.7
"1416" 5010 10 1000 2 0.8
"2011" 7410 10 1000 2 0.9
"2612" 9810 10 1000 2 0.95
"20510" 810 10 1000 3 0.6
"8121" 3210 10 1000 3 0.7
"14091" 5610 10 1000 3 0.8
"20031" 8010 10 1000 3 0.9
"26151" 10410 10 1000 3 0.95
"21612" 1410 10 1000 5 0.6
"10252" 3810 10 1000 5 0.7
"16222" 6210 10 1000 5 0.8
"22222" 8610 10 1000 5 0.9
"28113" 11010 10 1000 5 0.95
"7603" 2010 10 1000 10 0.6
"18833" 4410 10 1000 10 0.7
"28363" 6810 10 1000 10 0.8
"4353" 410 10 1000 10 0.9
"17583" 1155 10 1000 10 0.95
"312" 310 10 2000 2 0.6
"912" 2710 10 2000 2 0.7
"1512" 5110 10 2000 2 0.8
"2111" 7510 10 2000 2 0.9
"2707" 9910 10 2000 2 0.95
"3101" 910 10 2000 3 0.6
"9161" 3310 10 2000 3 0.7
"15081" 5710 10 2000 3 0.8
"21071" 8110 10 2000 3 0.9
"27131" 10510 10 2000 3 0.95
"3132" 1510 10 2000 5 0.6
"11282" 3910 10 2000 5 0.7
"17232" 6310 10 2000 5 0.8
"23242" 8710 10 2000 5 0.9
"29252" 11110 10 2000 5 0.95
"9053" 2110 10 2000 10 0.6
"20203" 4510 10 2000 10 0.7
"29415" 6910 10 2000 10 0.8
"6563" 510 10 2000 10 0.9
"22293" 1255 10 2000 10 0.95
"404" 410 10 5000 2 0.6
"1019" 2810 10 5000 2 0.7
"1614" 5210 10 5000 2 0.8
"2212" 7610 10 5000 2 0.9
"2807" 10010 10 5000 2 0.95
"4141" 1010 10 5000 3 0.6
"10171" 3410 10 5000 3 0.7
"16201" 5810 10 5000 3 0.8
"22051" 8210 10 5000 3 0.9
"28081" 10610 10 5000 3 0.95
"4162" 1610 10 5000 5 0.6
"12232" 4010 10 5000 5 0.7
"18292" 6410 10 5000 5 0.8
"24213" 8810 10 5000 5 0.9
"6052" 808 10 5000 5 0.95
"10383" 2210 10 5000 10 0.6
"21483" 4610 10 5000 10 0.7
"5114" 10 10 5000 10 0.8
"11253" 610 10 5000 10 0.9
"24453" 1355 10 5000 10 0.95
"508" 510 10 10000 2 0.6
"1112" 2910 10 10000 2 0.7
"1711" 5310 10 10000 2 0.8
"2307" 7710 10 10000 2 0.9
"2904" 10110 10 10000 2 0.95
"5061" 1110 10 10000 3 0.6
"11291" 3510 10 10000 3 0.7
"17101" 5910 10 10000 3 0.8
"23041" 8310 10 10000 3 0.9
"29051" 10710 10 10000 3 0.95
"5082" 1710 10 10000 5 0.6
"13162" 4110 10 10000 5 0.7
"19142" 6510 10 10000 5 0.8
"25172" 8910 10 10000 5 0.9
"6882" 855 10 10000 5 0.95
"11583" 2310 10 10000 10 0.6
"22773" 4710 10 10000 10 0.7
"14914" 110 10 10000 10 0.8
"13443" 710 10 10000 10 0.9
"25383" 1455 10 10000 10 0.95
"9" 11 11 100 2 0.6
"612" 2411 11 100 2 0.7
"1233" 4811 11 100 2 0.8
"1809" 7211 11 100 2 0.9
"2425" 9611 11 100 2 0.95
"9100" 611 11 100 3 0.6
"6111" 3011 11 100 3 0.7
"12241" 5411 11 100 3 0.8
"18081" 7811 11 100 3 0.9
"24111" 10211 11 100 3 0.95
"16102" 1211 11 100 5 0.6
"8222" 3611 11 100 5 0.7
"14302" 6011 11 100 5 0.8
"20122" 8411 11 100 5 0.9
"26292" 10811 11 100 5 0.95
"5353" 1811 11 100 10 0.6
"16583" 4211 11 100 10 0.7
"26403" 6611 11 100 10 0.8
"25214" 211 11 100 10 0.9
"14373" 956 11 100 10 0.95
"107" 111 11 500 2 0.6
"711" 2511 11 500 2 0.7
"1312" 4911 11 500 2 0.8
"1914" 7311 11 500 2 0.9
"2512" 9711 11 500 2 0.95
"11110" 711 11 500 3 0.6
"7141" 3111 11 500 3 0.7
"13131" 5511 11 500 3 0.8
"19181" 7911 11 500 3 0.9
"25181" 10311 11 500 3 0.95
"11912" 1311 11 500 5 0.6
"9172" 3711 11 500 5 0.7
"15152" 6111 11 500 5 0.8
"21103" 8511 11 500 5 0.9
"27192" 10911 11 500 5 0.95
"6273" 1911 11 500 10 0.6
"17553" 4311 11 500 10 0.7
"27403" 6711 11 500 10 0.8
"3433" 311 11 500 10 0.9
"15583" 1056 11 500 10 0.95
"200" 211 11 1000 2 0.6
"810" 2611 11 1000 2 0.7
"1411" 5011 11 1000 2 0.8
"2014" 7411 11 1000 2 0.9
"2611" 9811 11 1000 2 0.95
"21510" 811 11 1000 3 0.6
"8111" 3211 11 1000 3 0.7
"14161" 5611 11 1000 3 0.8
"20151" 8011 11 1000 3 0.9
"26131" 10411 11 1000 3 0.95
"21212" 1411 11 1000 5 0.6
"10132" 3811 11 1000 5 0.7
"16132" 6211 11 1000 5 0.8
"22122" 8611 11 1000 5 0.9
"28162" 11011 11 1000 5 0.95
"7663" 2011 11 1000 10 0.6
"18843" 4411 11 1000 10 0.7
"28323" 6811 11 1000 10 0.8
"4323" 411 11 1000 10 0.9
"17815" 1156 11 1000 10 0.95
"310" 311 11 2000 2 0.6
"911" 2711 11 2000 2 0.7
"1511" 5111 11 2000 2 0.8
"2112" 7511 11 2000 2 0.9
"2709" 9911 11 2000 2 0.95
"3121" 911 11 2000 3 0.6
"9101" 3311 11 2000 3 0.7
"15151" 5711 11 2000 3 0.8
"21171" 8111 11 2000 3 0.9
"27191" 10511 11 2000 3 0.95
"3232" 1511 11 2000 5 0.6
"11222" 3911 11 2000 5 0.7
"17182" 6311 11 2000 5 0.8
"23182" 8711 11 2000 5 0.9
"29172" 11111 11 2000 5 0.95
"9163" 2111 11 2000 10 0.6
"20273" 4511 11 2000 10 0.7
"29373" 6911 11 2000 10 0.8
"6583" 511 11 2000 10 0.9
"22215" 1256 11 2000 10 0.95
"415" 411 11 5000 2 0.6
"1023" 2811 11 5000 2 0.7
"1612" 5211 11 5000 2 0.8
"2213" 7611 11 5000 2 0.9
"2813" 10011 11 5000 2 0.95
"4201" 1011 11 5000 3 0.6
"10071" 3411 11 5000 3 0.7
"16191" 5811 11 5000 3 0.8
"22121" 8211 11 5000 3 0.9
"28141" 10611 11 5000 3 0.95
"4113" 1611 11 5000 5 0.6
"12152" 4011 11 5000 5 0.7
"18113" 6411 11 5000 5 0.8
"24122" 8811 11 5000 5 0.9
"6103" 809 11 5000 5 0.95
"10283" 2211 11 5000 10 0.6
"21615" 4611 11 5000 10 0.7
"3714" 11 11 5000 10 0.8
"11173" 611 11 5000 10 0.9
"24415" 1356 11 5000 10 0.95
"513" 511 11 10000 2 0.6
"1108" 2911 11 10000 2 0.7
"1703" 5311 11 10000 2 0.8
"2308" 7711 11 10000 2 0.9
"2907" 10111 11 10000 2 0.95
"5091" 1111 11 10000 3 0.6
"11271" 3511 11 10000 3 0.7
"17011" 5911 11 10000 3 0.8
"23021" 8311 11 10000 3 0.9
"29041" 10711 11 10000 3 0.95
"5152" 1711 11 10000 5 0.6
"13182" 4111 11 10000 5 0.7
"19103" 6511 11 10000 5 0.8
"25092" 8911 11 10000 5 0.9
"6813" 856 11 10000 5 0.95
"11643" 2311 11 10000 10 0.6
"22803" 4711 11 10000 10 0.7
"14514" 111 11 10000 10 0.8
"13523" 711 11 10000 10 0.9
"25373" 1456 11 10000 10 0.95
"20" 12 12 100 2 0.6
"611" 2412 12 100 2 0.7
"1216" 4812 12 100 2 0.8
"1812" 7212 12 100 2 0.9
"2421" 9612 12 100 2 0.95
"12100" 612 12 100 3 0.6
"6121" 3012 12 100 3 0.7
"12031" 5412 12 100 3 0.8
"18111" 7812 12 100 3 0.9
"24121" 10212 12 100 3 0.95
"15102" 1212 12 100 5 0.6
"8213" 3612 12 100 5 0.7
"14322" 6012 12 100 5 0.8
"20362" 8412 12 100 5 0.9
"26352" 10812 12 100 5 0.95
"5263" 1812 12 100 10 0.6
"16643" 4212 12 100 10 0.7
"26463" 6612 12 100 10 0.8
"24314" 212 12 100 10 0.9
"14415" 957 12 100 10 0.95
"113" 112 12 500 2 0.6
"712" 2512 12 500 2 0.7
"1313" 4912 12 500 2 0.8
"1912" 7312 12 500 2 0.9
"2506" 9712 12 500 2 0.95
"11710" 712 12 500 3 0.6
"7111" 3112 12 500 3 0.7
"13101" 5512 12 500 3 0.8
"19131" 7912 12 500 3 0.9
"25121" 10312 12 500 3 0.95
"11312" 1312 12 500 5 0.6
"9242" 3712 12 500 5 0.7
"15232" 6112 12 500 5 0.8
"21142" 8512 12 500 5 0.9
"27252" 10912 12 500 5 0.95
"6393" 1912 12 500 10 0.6
"17443" 4312 12 500 10 0.7
"27373" 6712 12 500 10 0.8
"3515" 312 12 500 10 0.9
"15493" 1057 12 500 10 0.95
"212" 212 12 1000 2 0.6
"814" 2612 12 1000 2 0.7
"1410" 5012 12 1000 2 0.8
"2015" 7412 12 1000 2 0.9
"2605" 9812 12 1000 2 0.95
"20910" 812 12 1000 3 0.6
"8091" 3212 12 1000 3 0.7
"14141" 5612 12 1000 3 0.8
"20131" 8012 12 1000 3 0.9
"26161" 10412 12 1000 3 0.95
"21712" 1412 12 1000 5 0.6
"10232" 3812 12 1000 5 0.7
"16252" 6212 12 1000 5 0.8
"22213" 8612 12 1000 5 0.9
"28192" 11012 12 1000 5 0.95
"7673" 2012 12 1000 10 0.6
"18793" 4412 12 1000 10 0.7
"28343" 6812 12 1000 10 0.8
"4393" 412 12 1000 10 0.9
"17615" 1157 12 1000 10 0.95
"311" 312 12 2000 2 0.6
"913" 2712 12 2000 2 0.7
"1513" 5112 12 2000 2 0.8
"2113" 7512 12 2000 2 0.9
"2720" 9912 12 2000 2 0.95
"3111" 912 12 2000 3 0.6
"9111" 3312 12 2000 3 0.7
"15181" 5712 12 2000 3 0.8
"21101" 8112 12 2000 3 0.9
"27181" 10512 12 2000 3 0.95
"3252" 1512 12 2000 5 0.6
"11162" 3912 12 2000 5 0.7
"17322" 6312 12 2000 5 0.8
"23192" 8712 12 2000 5 0.9
"29192" 11112 12 2000 5 0.95
"9123" 2112 12 2000 10 0.6
"20215" 4512 12 2000 10 0.7
"29363" 6912 12 2000 10 0.8
"6623" 512 12 2000 10 0.9
"22273" 1257 12 2000 10 0.95
"402" 412 12 5000 2 0.6
"1007" 2812 12 5000 2 0.7
"1615" 5212 12 5000 2 0.8
"2202" 7612 12 5000 2 0.9
"2808" 10012 12 5000 2 0.95
"4091" 1012 12 5000 3 0.6
"10201" 3412 12 5000 3 0.7
"16141" 5812 12 5000 3 0.8
"22161" 8212 12 5000 3 0.9
"28091" 10612 12 5000 3 0.95
"4182" 1612 12 5000 5 0.6
"12262" 4012 12 5000 5 0.7
"18242" 6412 12 5000 5 0.8
"24152" 8812 12 5000 5 0.9
"6182" 810 12 5000 5 0.95
"10233" 2212 12 5000 10 0.6
"21543" 4612 12 5000 10 0.7
"3414" 12 12 5000 10 0.8
"11333" 612 12 5000 10 0.9
"24403" 1357 12 5000 10 0.95
"505" 512 12 10000 2 0.6
"1110" 2912 12 10000 2 0.7
"1707" 5312 12 10000 2 0.8
"2309" 7712 12 10000 2 0.9
"2906" 10112 12 10000 2 0.95
"5121" 1112 12 10000 3 0.6
"11301" 3512 12 10000 3 0.7
"17071" 5912 12 10000 3 0.8
"23051" 8312 12 10000 3 0.9
"29031" 10712 12 10000 3 0.95
"5162" 1712 12 10000 5 0.6
"13092" 4112 12 10000 5 0.7
"19152" 6512 12 10000 5 0.8
"25162" 8912 12 10000 5 0.9
"6872" 857 12 10000 5 0.95
"11563" 2312 12 10000 10 0.6
"22715" 4712 12 10000 10 0.7
"15414" 112 12 10000 10 0.8
"13493" 712 12 10000 10 0.9
"25503" 1457 12 10000 10 0.95
"19" 13 13 100 2 0.6
"610" 2413 13 100 2 0.7
"1219" 4813 13 100 2 0.8
"1816" 7213 13 100 2 0.9
"2418" 9613 13 100 2 0.95
"27100" 613 13 100 3 0.6
"6331" 3013 13 100 3 0.7
"12301" 5413 13 100 3 0.8
"18151" 7813 13 100 3 0.9
"24031" 10213 13 100 3 0.95
"14102" 1213 13 100 5 0.6
"8252" 3613 13 100 5 0.7
"14152" 6013 13 100 5 0.8
"20302" 8413 13 100 5 0.9
"26152" 10813 13 100 5 0.95
"5543" 1813 13 100 10 0.6
"16603" 4213 13 100 10 0.7
"26333" 6613 13 100 10 0.8
"23414" 213 13 100 10 0.9
"14433" 958 13 100 10 0.95
"110" 113 13 500 2 0.6
"714" 2513 13 500 2 0.7
"1315" 4913 13 500 2 0.8
"1913" 7313 13 500 2 0.9
"2504" 9713 13 500 2 0.95
"11510" 713 13 500 3 0.6
"7131" 3113 13 500 3 0.7
"13151" 5513 13 500 3 0.8
"19111" 7913 13 500 3 0.9
"25151" 10313 13 500 3 0.95
"11612" 1313 13 500 5 0.6
"9152" 3713 13 500 5 0.7
"15282" 6113 13 500 5 0.8
"21222" 8513 13 500 5 0.9
"27202" 10913 13 500 5 0.95
"6315" 1913 13 500 10 0.6
"17483" 4313 13 500 10 0.7
"27315" 6713 13 500 10 0.8
"3503" 313 13 500 10 0.9
"15403" 1058 13 500 10 0.95
"217" 213 13 1000 2 0.6
"813" 2613 13 1000 2 0.7
"1413" 5013 13 1000 2 0.8
"2013" 7413 13 1000 2 0.9
"2617" 9813 13 1000 2 0.95
"21610" 813 13 1000 3 0.6
"8151" 3213 13 1000 3 0.7
"14101" 5613 13 1000 3 0.8
"20051" 8013 13 1000 3 0.9
"26041" 10413 13 1000 3 0.95
"21012" 1413 13 1000 5 0.6
"10122" 3813 13 1000 5 0.7
"16232" 6213 13 1000 5 0.8
"22232" 8613 13 1000 5 0.9
"28242" 11013 13 1000 5 0.95
"7583" 2013 13 1000 10 0.6
"18783" 4413 13 1000 10 0.7
"28383" 6813 13 1000 10 0.8
"4363" 413 13 1000 10 0.9
"17863" 1158 13 1000 10 0.95
"313" 313 13 2000 2 0.6
"917" 2713 13 2000 2 0.7
"1510" 5113 13 2000 2 0.8
"2115" 7513 13 2000 2 0.9
"2714" 9913 13 2000 2 0.95
"3131" 913 13 2000 3 0.6
"9181" 3313 13 2000 3 0.7
"15131" 5713 13 2000 3 0.8
"21151" 8113 13 2000 3 0.9
"27081" 10513 13 2000 3 0.95
"3213" 1513 13 2000 5 0.6
"11142" 3913 13 2000 5 0.7
"17372" 6313 13 2000 5 0.8
"23272" 8713 13 2000 5 0.9
"29392" 11113 13 2000 5 0.95
"9173" 2113 13 2000 10 0.6
"20143" 4513 13 2000 10 0.7
